CourseID,LecturerID,LevelText,LevelGroupID,Semester,SlotID,VenueID,LecturerQualified,VenueCapacitySuitable,LecturerAlreadyBooked,VenueAlreadyBooked,LevelAlreadyBooked,TargetSuitable,ConflictsEncountered
85,8,400,12,0,9,4,1,1,0,0,0,1,0
85,27,400,12,0,10,1,1,1,0,0,0,1,0
86,9,400,12,0,26,3,1,1,0,0,0,1,0
86,18,400,12,0,21,1,1,1,0,0,0,1,0
88,22,400,12,1,25,2,1,1,0,0,0,1,0
88,30,400,12,1,11,5,1,1,0,0,0,1,0
89,28,400,12,1,27,4,1,1,0,0,0,1,0
89,20,400,12,1,23,2,1,1,0,0,0,1,0
90,8,400,12,1,9,4,1,1,0,0,0,1,0
90,27,400,12,1,10,1,1,1,0,0,0,1,0
91,9,400,12,1,26,3,1,1,0,0,0,1,0
91,18,400,12,1,21,1,1,1,0,0,0,1,0
92,26,400,12,1,7,4,1,1,0,0,0,1,0
92,27,400,12,1,8,2,1,1,0,0,0,1,0
84,26,400,12,0,7,4,1,1,0,0,0,1,0
84,27,400,12,0,8,2,1,1,0,0,0,1,0
67,3,300,10,0,1,3,1,1,0,0,0,1,0
67,3,300,10,0,2,3,1,1,0,0,0,1,0
63,3,300,9,1,1,3,1,1,0,0,0,1,0
63,3,300,9,1,2,3,1,1,0,0,0,1,0
64,11,300,9,1,16,5,1,1,0,0,0,1,0
64,23,300,9,1,17,1,1,1,0,0,0,1,0
65,11,300,10,0,16,5,1,1,0,0,0,1,0
65,23,300,10,0,17,1,1,1,0,0,0,1,0
66,28,300,10,0,30,3,1,1,0,0,0,1,0
66,19,300,10,0,15,3,1,1,0,0,0,1,0
72,28,300,10,1,30,3,1,1,0,0,0,1,0
72,19,300,10,1,15,3,1,1,0,0,0,1,0
68,3,300,10,0,14,1,1,1,0,0,0,1,0
68,19,300,10,0,13,2,1,1,0,0,0,1,0
69,3,300,10,1,14,1,1,1,0,0,0,1,0
69,19,300,10,1,13,2,1,1,0,0,0,1,0
70,1,300,10,1,29,2,1,1,0,0,0,1,0
70,19,300,10,1,12,2,1,1,0,0,0,1,0
71,30,300,10,1,28,2,1,1,0,0,0,1,0
71,16,300,10,1,11,4,1,1,0,0,0,1,0
61,27,300,9,1,27,5,1,1,0,0,0,1,0
61,19,300,9,1,23,1,1,1,0,0,0,1,0
62,18,300,9,1,9,5,1,1,0,0,0,1,0
62,19,300,9,1,10,3,1,1,0,0,0,1,0
60,1,300,9,0,29,2,1,1,0,0,0,1,0
60,19,300,9,0,12,2,1,1,0,0,0,1,0
50,30,300,8,0,28,2,1,1,0,0,0,1,0
50,16,300,8,0,11,4,1,1,0,0,0,1,0
59,27,300,9,0,27,5,1,1,0,0,0,1,0
59,19,300,9,0,23,1,1,1,0,0,0,1,0
58,18,300,9,0,9,5,1,1,0,0,0,1,0
58,19,300,9,0,10,3,1,1,0,0,0,1,0
57,11,300,9,0,26,4,1,1,0,0,0,1,0
57,24,300,9,0,21,2,1,1,0,0,0,1,0
56,11,300,8,1,26,4,1,1,0,0,0,1,0
56,24,300,8,1,21,2,1,1,0,0,0,1,0
55,3,300,8,1,8,3,1,1,0,0,0,1,0
55,19,300,8,1,7,2,1,1,0,0,0,1,0
54,11,300,8,1,25,5,1,1,0,0,0,1,0
54,3,300,8,1,19,5,1,1,0,0,0,1,0
53,22,300,8,1,6,2,1,1,0,0,0,1,0
53,6,300,8,1,5,5,1,1,0,0,0,1,0
52,3,300,8,0,8,3,1,1,0,0,0,1,0
52,19,300,8,0,7,2,1,1,0,0,0,1,0
51,11,300,8,0,25,5,1,1,0,0,0,1,0
51,3,300,8,0,19,5,1,1,0,0,0,1,0
49,22,300,8,0,6,2,1,1,0,0,0,1,0
49,6,300,8,0,5,5,1,1,0,0,0,1,0
31,4,200,5,0,1,4,1,1,0,0,0,1,0
31,4,200,5,0,2,4,1,1,0,0,0,1,0
30,4,200,4,1,1,4,1,1,0,0,0,1,0
30,4,200,4,1,2,4,1,1,0,0,0,1,0
29,8,200,4,1,17,3,1,1,0,0,0,1,0
29,8,200,4,1,16,4,1,1,0,0,0,1,0
28,31,200,4,1,30,2,1,1,0,0,0,1,0
28,31,200,4,1,29,3,1,1,0,0,0,1,0
27,8,200,4,0,17,3,1,1,0,0,0,1,0
27,8,200,4,0,16,4,1,1,0,0,0,1,0
26,31,200,4,0,30,2,1,1,0,0,0,1,0
26,31,200,4,0,29,3,1,1,0,0,0,1,0
25,7,200,4,0,15,1,1,1,0,0,0,1,0
25,9,200,4,0,14,5,1,1,0,0,0,1,0
33,24,200,5,0,28,5,1,1,0,0,0,1,0
33,7,200,5,0,13,3,1,1,0,0,0,1,0
32,2,200,5,0,25,3,1,1,0,0,0,1,0
32,4,200,5,0,12,3,1,1,0,0,0,1,0
34,7,200,5,1,15,1,1,1,0,0,0,1,0
34,9,200,5,1,14,5,1,1,0,0,0,1,0
36,24,200,5,1,28,5,1,1,0,0,0,1,0
36,7,200,5,1,13,3,1,1,0,0,0,1,0
37,25,200,6,0,27,3,1,1,0,0,0,1,0
37,7,200,6,0,24,2,1,1,0,0,0,1,0
38,23,200,6,0,11,3,1,1,0,0,0,1,0
38,27,200,6,0,9,2,1,1,0,0,0,1,0
39,15,200,6,0,26,2,1,1,0,0,0,1,0
39,17,200,6,0,10,4,1,1,0,0,0,1,0
40,2,200,6,1,25,3,1,1,0,0,0,1,0
40,4,200,6,1,12,3,1,1,0,0,0,1,0
41,25,200,6,1,27,3,1,1,0,0,0,1,0
41,7,200,6,1,24,2,1,1,0,0,0,1,0
42,23,200,6,1,11,3,1,1,0,0,0,1,0
42,27,200,6,1,9,2,1,1,0,0,0,1,0
35,15,200,5,1,26,2,1,1,0,0,0,1,0
35,17,200,5,1,10,4,1,1,0,0,0,1,0
13,10,100,2,1,1,5,1,1,0,0,0,1,0
13,10,100,2,1,2,5,1,1,0,0,0,1,0
8,4,100,1,1,3,1,1,1,0,0,0,1,0
8,4,100,1,1,4,1,1,1,0,0,0,1,0
11,10,100,2,0,1,5,1,1,0,0,0,1,0
11,10,100,2,0,2,5,1,1,0,0,0,1,0
10,4,100,2,0,3,1,1,1,0,0,0,1,0
10,4,100,2,0,4,1,1,1,0,0,0,1,0
9,15,100,2,0,18,1,1,1,0,0,0,1,0
9,31,100,2,0,17,2,1,1,0,0,0,1,0
3,25,100,1,0,30,1,1,1,0,0,0,1,0
3,25,100,1,0,29,1,1,1,0,0,0,1,0
7,15,100,1,1,18,1,1,1,0,0,0,1,0
7,31,100,1,1,17,2,1,1,0,0,0,1,0
6,25,100,1,1,30,1,1,1,0,0,0,1,0
6,25,100,1,1,29,1,1,1,0,0,0,1,0
5,31,100,1,1,28,1,1,1,0,0,0,1,0
5,31,100,1,1,27,1,1,1,0,0,0,1,0
4,31,100,1,0,28,1,1,1,0,0,0,1,0
4,31,100,1,0,27,1,1,1,0,0,0,1,0
12,31,100,2,0,26,1,1,1,0,0,0,1,0
12,25,100,2,0,16,1,1,1,0,0,0,1,0
2,31,100,1,0,25,4,1,1,0,0,0,1,0
2,14,100,1,0,15,2,1,1,0,0,0,1,0
14,31,100,2,1,26,1,1,1,0,0,0,1,0
14,25,100,2,1,16,1,1,1,0,0,0,1,0
15,31,100,2,1,25,4,1,1,0,0,0,1,0
15,14,100,2,1,15,2,1,1,0,0,0,1,0
16,25,100,2,1,9,1,1,1,0,0,0,1,0
16,25,100,2,1,8,5,1,1,0,0,0,1,0
17,25,100,3,0,9,1,1,1,0,0,0,1,0
17,25,100,3,0,8,5,1,1,0,0,0,1,0
18,10,100,3,0,22,4,1,1,0,0,0,1,0
18,14,100,3,0,14,4,1,1,0,0,0,1,0
19,21,100,3,0,7,5,1,1,0,0,0,1,0
19,15,100,3,0,20,2,1,1,0,0,0,1,0
20,31,100,3,0,6,5,1,1,0,0,0,1,0
20,21,100,3,0,21,5,1,1,0,0,0,1,0
21,10,100,3,1,22,4,1,1,0,0,0,1,0
21,14,100,3,1,14,4,1,1,0,0,0,1,0
22,21,100,3,1,7,5,1,1,0,0,0,1,0
22,15,100,3,1,20,2,1,1,0,0,0,1,0
23,31,100,3,1,6,5,1,1,0,0,0,1,0
23,21,100,3,1,21,5,1,1,0,0,0,1,0
24,25,100,3,1,5,2,1,1,0,0,0,1,0
24,17,100,3,1,19,2,1,1,0,0,0,1,0
1,25,100,1,0,5,2,1,1,0,0,0,1,0
1,17,100,1,0,19,2,1,1,0,0,0,1,0
