course_id,course_code,lecturer_id,level,level_group,semester,slot_id,venue_id,lecturer_qualified,venue_capacity_ok,lecturer_conflict,venue_conflict,level_conflict,weekly_limit,LecturerAlreadyBooked,VenueAlreadyBooked,LevelAlreadyBooked,RandomForest_score,predicted_suitable
38,MEE205,23,200,6,First,11,3,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
38,MEE205,27,200,6,First,9,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
39,MEE203,15,200,6,First,26,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
39,MEE203,17,200,6,First,10,4,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
40,MEE202,2,200,6,Second,25,3,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
40,MEE202,4,200,6,Second,12,3,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
41,MEE208,25,200,6,Second,27,3,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
41,MEE208,7,200,6,Second,24,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
42,MEE204,23,200,6,Second,11,3,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
42,MEE204,27,200,6,Second,9,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
35,EEE204,15,200,5,Second,26,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
35,EEE204,17,200,5,Second,10,4,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
13,EEE102,10,100,2,Second,1,5,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
13,EEE102,10,100,2,Second,2,5,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
8,CSC108,4,100,1,Second,3,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
8,CSC108,4,100,1,Second,4,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
11,EEE105,10,100,2,First,1,5,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
11,EEE105,10,100,2,First,2,5,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
10,EEE103,4,100,2,First,3,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
10,EEE103,4,100,2,First,4,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
9,EEE101,15,100,2,First,18,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
9,EEE101,31,100,2,First,17,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
3,CSC105,25,100,1,First,30,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
3,CSC105,25,100,1,First,29,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
7,CSC106,15,100,1,Second,18,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
7,CSC106,31,100,1,Second,17,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
6,CSC104,25,100,1,Second,30,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
6,CSC104,25,100,1,Second,29,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
5,CSC102,31,100,1,Second,28,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
5,CSC102,31,100,1,Second,27,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
4,CSC107,31,100,1,First,28,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
4,CSC107,31,100,1,First,27,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
12,EEE107,31,100,2,First,26,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
12,EEE107,25,100,2,First,16,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
2,CSC103,31,100,1,First,25,4,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
2,CSC103,14,100,1,First,15,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
14,EEE104,31,100,2,Second,26,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
14,EEE104,25,100,2,Second,16,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
15,EEE106,31,100,2,Second,25,4,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
15,EEE106,14,100,2,Second,15,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
16,EEE108,25,100,2,Second,9,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
16,EEE108,25,100,2,Second,8,5,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
17,MEE101,25,100,3,First,9,1,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
17,MEE101,25,100,3,First,8,5,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
18,MEE103,10,100,3,First,22,4,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
18,MEE103,14,100,3,First,14,4,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
19,MEE105,21,100,3,First,7,5,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
19,MEE105,15,100,3,First,20,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
20,MEE107,31,100,3,First,6,5,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
20,MEE107,21,100,3,First,21,5,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
21,MEE102,10,100,3,Second,22,4,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
21,MEE102,14,100,3,Second,14,4,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
22,MEE104,21,100,3,Second,7,5,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
22,MEE104,15,100,3,Second,20,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
23,MEE108,31,100,3,Second,6,5,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
23,MEE108,21,100,3,Second,21,5,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
24,MEE112,25,100,3,Second,5,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
24,MEE112,17,100,3,Second,19,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
1,CSC101,25,100,1,First,5,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
1,CSC101,17,100,1,First,19,2,1,1,0,0,0,0,0,0,0,0.2038250319284802,1
