CourseID,LecturerID,LevelText,LevelGroupID,Semester,SlotID,VenueID,LecturerQualified,VenueCapacitySuitable,LecturerAlreadyBooked,VenueAlreadyBooked,LevelAlreadyBooked,TargetSuitable,ConflictsEncountered
85,2,400,12,0,15,2,1,1,0,0,0,1,0
85,2,400,12,0,16,2,1,1,0,0,0,1,0
86,2,400,12,0,17,2,1,1,0,0,0,1,0
86,2,400,12,0,18,2,1,1,0,0,0,1,0
88,2,400,12,1,11,2,1,1,0,0,0,1,0
88,2,400,12,1,12,2,1,1,0,0,0,1,0
89,2,400,12,1,13,2,1,1,0,0,0,1,0
89,2,400,12,1,14,2,1,1,0,0,0,1,0
90,2,400,12,1,15,2,1,1,0,0,0,1,0
90,2,400,12,1,16,2,1,1,0,0,0,1,0
91,2,400,12,1,17,2,1,1,0,0,0,1,0
91,2,400,12,1,18,2,1,1,0,0,0,1,0
92,2,400,12,1,19,2,1,1,0,0,0,1,0
92,2,400,12,1,20,2,1,1,0,0,0,1,0
84,2,400,12,0,19,2,1,1,0,0,0,1,0
84,2,400,12,0,20,2,1,1,0,0,0,1,0
67,3,300,10,0,1,3,1,1,0,0,0,1,0
67,3,300,10,0,2,3,1,1,0,0,0,1,0
63,3,300,9,1,1,3,1,1,0,0,0,1,0
63,3,300,9,1,2,3,1,1,0,0,0,1,0
64,3,300,9,1,3,3,1,1,0,0,0,1,0
64,3,300,9,1,4,3,1,1,0,0,0,1,0
65,3,300,10,0,3,3,1,1,0,0,0,1,0
65,3,300,10,0,4,3,1,1,0,0,0,1,0
66,3,300,10,0,5,3,1,1,0,0,0,1,0
66,3,300,10,0,6,3,1,1,0,0,0,1,0
72,3,300,10,1,5,3,1,1,0,0,0,1,0
72,3,300,10,1,6,3,1,1,0,0,0,1,0
68,3,300,10,0,7,3,1,1,0,0,0,1,0
68,3,300,10,0,8,3,1,1,0,0,0,1,0
69,3,300,10,1,7,3,1,1,0,0,0,1,0
69,3,300,10,1,8,3,1,1,0,0,0,1,0
70,3,300,10,1,9,3,1,1,0,0,0,1,0
70,3,300,10,1,10,3,1,1,0,0,0,1,0
71,3,300,10,1,11,3,1,1,0,0,0,1,0
71,3,300,10,1,12,3,1,1,0,0,0,1,0
61,3,300,9,1,13,3,1,1,0,0,0,1,0
61,3,300,9,1,14,3,1,1,0,0,0,1,0
62,3,300,9,1,15,3,1,1,0,0,0,1,0
62,3,300,9,1,16,3,1,1,0,0,0,1,0
60,3,300,9,0,9,3,1,1,0,0,0,1,0
60,3,300,9,0,10,3,1,1,0,0,0,1,0
50,3,300,8,0,11,3,1,1,0,0,0,1,0
50,3,300,8,0,12,3,1,1,0,0,0,1,0
59,3,300,9,0,13,3,1,1,0,0,0,1,0
59,3,300,9,0,14,3,1,1,0,0,0,1,0
58,3,300,9,0,15,3,1,1,0,0,0,1,0
58,3,300,9,0,16,3,1,1,0,0,0,1,0
57,3,300,9,0,17,3,1,1,0,0,0,1,0
57,3,300,9,0,18,3,1,1,0,0,0,1,0
56,3,300,8,1,17,3,1,1,0,0,0,1,0
56,3,300,8,1,18,3,1,1,0,0,0,1,0
55,3,300,8,1,19,3,1,1,0,0,0,1,0
55,3,300,8,1,20,3,1,1,0,0,0,1,0
54,1,300,8,1,21,1,1,1,0,0,0,1,0
54,1,300,8,1,22,1,1,1,0,0,0,1,0
53,1,300,8,1,23,1,1,1,0,0,0,1,0
53,1,300,8,1,24,1,1,1,0,0,0,1,0
52,3,300,8,0,19,3,1,1,0,0,0,1,0
52,3,300,8,0,20,3,1,1,0,0,0,1,0
51,1,300,8,0,21,1,1,1,0,0,0,1,0
51,1,300,8,0,22,1,1,1,0,0,0,1,0
49,1,300,8,0,23,1,1,1,0,0,0,1,0
49,1,300,8,0,24,1,1,1,0,0,0,1,0
31,4,200,5,0,1,4,1,1,0,0,0,1,0
31,4,200,5,0,2,4,1,1,0,0,0,1,0
30,4,200,4,1,1,4,1,1,0,0,0,1,0
30,4,200,4,1,2,4,1,1,0,0,0,1,0
29,4,200,4,1,3,4,1,1,0,0,0,1,0
29,4,200,4,1,4,4,1,1,0,0,0,1,0
28,4,200,4,1,5,4,1,1,0,0,0,1,0
28,4,200,4,1,6,4,1,1,0,0,0,1,0
27,4,200,4,0,3,4,1,1,0,0,0,1,0
27,4,200,4,0,4,4,1,1,0,0,0,1,0
26,4,200,4,0,5,4,1,1,0,0,0,1,0
26,4,200,4,0,6,4,1,1,0,0,0,1,0
25,4,200,4,0,7,4,1,1,0,0,0,1,0
25,4,200,4,0,8,4,1,1,0,0,0,1,0
33,4,200,5,0,9,4,1,1,0,0,0,1,0
33,4,200,5,0,10,4,1,1,0,0,0,1,0
32,4,200,5,0,11,4,1,1,0,0,0,1,0
32,4,200,5,0,12,4,1,1,0,0,0,1,0
34,4,200,5,1,7,4,1,1,0,0,0,1,0
34,4,200,5,1,8,4,1,1,0,0,0,1,0
36,4,200,5,1,9,4,1,1,0,0,0,1,0
36,4,200,5,1,10,4,1,1,0,0,0,1,0
37,4,200,6,0,13,4,1,1,0,0,0,1,0
37,4,200,6,0,14,4,1,1,0,0,0,1,0
38,4,200,6,0,15,4,1,1,0,0,0,1,0
38,4,200,6,0,16,4,1,1,0,0,0,1,0
39,4,200,6,0,17,4,1,1,0,0,0,1,0
39,4,200,6,0,18,4,1,1,0,0,0,1,0
40,4,200,6,1,11,4,1,1,0,0,0,1,0
40,4,200,6,1,12,4,1,1,0,0,0,1,0
41,4,200,6,1,13,4,1,1,0,0,0,1,0
41,4,200,6,1,14,4,1,1,0,0,0,1,0
42,4,200,6,1,15,4,1,1,0,0,0,1,0
42,4,200,6,1,16,4,1,1,0,0,0,1,0
35,4,200,5,1,17,4,1,1,0,0,0,1,0
35,4,200,5,1,18,4,1,1,0,0,0,1,0
13,10,100,2,1,1,5,1,1,0,0,0,1,0
13,10,100,2,1,2,5,1,1,0,0,0,1,0
8,10,100,1,1,3,5,1,1,0,0,0,1,0
8,10,100,1,1,4,5,1,1,0,0,0,1,0
11,10,100,2,0,1,5,1,1,0,0,0,1,0
11,10,100,2,0,2,5,1,1,0,0,0,1,0
10,10,100,2,0,3,5,1,1,0,0,0,1,0
10,10,100,2,0,4,5,1,1,0,0,0,1,0
9,10,100,2,0,5,5,1,1,0,0,0,1,0
9,10,100,2,0,6,5,1,1,0,0,0,1,0
3,10,100,1,0,7,5,1,1,0,0,0,1,0
3,10,100,1,0,8,5,1,1,0,0,0,1,0
7,10,100,1,1,5,5,1,1,0,0,0,1,0
7,10,100,1,1,6,5,1,1,0,0,0,1,0
6,10,100,1,1,7,5,1,1,0,0,0,1,0
6,10,100,1,1,8,5,1,1,0,0,0,1,0
5,10,100,1,1,9,5,1,1,0,0,0,1,0
5,10,100,1,1,10,5,1,1,0,0,0,1,0
4,10,100,1,0,9,5,1,1,0,0,0,1,0
4,10,100,1,0,10,5,1,1,0,0,0,1,0
12,10,100,2,0,11,5,1,1,0,0,0,1,0
12,10,100,2,0,12,5,1,1,0,0,0,1,0
2,10,100,1,0,13,5,1,1,0,0,0,1,0
2,10,100,1,0,14,5,1,1,0,0,0,1,0
14,10,100,2,1,11,5,1,1,0,0,0,1,0
14,10,100,2,1,12,5,1,1,0,0,0,1,0
15,10,100,2,1,13,5,1,1,0,0,0,1,0
15,10,100,2,1,14,5,1,1,0,0,0,1,0
16,10,100,2,1,15,5,1,1,0,0,0,1,0
16,10,100,2,1,16,5,1,1,0,0,0,1,0
17,10,100,3,0,15,5,1,1,0,0,0,1,0
17,10,100,3,0,16,5,1,1,0,0,0,1,0
18,10,100,3,0,17,5,1,1,0,0,0,1,0
18,10,100,3,0,18,5,1,1,0,0,0,1,0
19,4,100,3,0,19,4,1,1,0,0,0,1,0
19,4,100,3,0,20,4,1,1,0,0,0,1,0
20,4,100,3,0,21,2,1,1,0,0,0,1,0
20,4,100,3,0,22,2,1,1,0,0,0,1,0
21,10,100,3,1,17,5,1,1,0,0,0,1,0
21,10,100,3,1,18,5,1,1,0,0,0,1,0
22,4,100,3,1,19,4,1,1,0,0,0,1,0
22,4,100,3,1,20,4,1,1,0,0,0,1,0
23,4,100,3,1,21,2,1,1,0,0,0,1,0
23,4,100,3,1,22,2,1,1,0,0,0,1,0
24,4,100,3,1,23,2,1,1,0,0,0,1,0
24,4,100,3,1,24,2,1,1,0,0,0,1,0
1,4,100,1,0,23,2,1,1,0,0,0,1,0
1,4,100,1,0,24,2,1,1,0,0,0,1,0
